Количество	Имя	Положение X	Положение Y	Положение Z
1	Точка	555521.000	5031302.000	16.100
1	Точка	555655.000	5031324.000	16.100
1	Точка	555713.000	5031300.000	16.100
1	Точка	555726.000	5031288.000	16.100
1	Точка	555595.000	5031318.000	16.200
1	Точка	555735.000	5031278.000	16.200
1	Точка	555694.000	5031319.000	16.200
1	Точка	555517.000	5031299.000	16.200
1	Точка	555693.000	5031315.000	16.200
1	Точка	555709.000	5031303.000	16.200
1	Точка	555427.000	5031282.000	16.200
1	Точка	555485.000	5031293.000	16.200
1	Точка	555695.000	5031306.000	16.200
1	Точка	555537.000	5031302.000	16.200
1	Точка	555709.000	5031295.000	16.200
1	Точка	555456.000	5031286.000	16.200
1	Точка	555705.000	5031302.000	16.200
1	Точка	555698.000	5031312.000	16.200
1	Точка	555687.000	5031319.000	16.200
1	Точка	555683.000	5031319.000	16.200
1	Точка	555412.000	5031277.000	16.200
1	Точка	555716.000	5031293.000	16.200
1	Точка	555509.000	5031300.000	16.100
1	Точка	555582.000	5031314.000	16.200
1	Точка	555736.000	5031273.000	16.200
1	Точка	555528.000	5031303.000	16.200
1	Точка	555548.000	5031306.000	16.200
1	Точка	555706.000	5031314.000	16.200
1	Точка	555707.000	5031307.000	16.200
1	Точка	555703.000	5031309.000	16.200
1	Точка	555709.000	5031299.000	16.200
1	Точка	555728.000	5031284.000	16.200
1	Точка	555724.000	5031327.000	14.700
1	Точка	555506.000	5031305.000	14.700
1	Точка	555751.000	5031288.000	14.700
1	Точка	555593.000	5031329.000	14.700
1	Точка	555545.000	5031315.000	14.700
1	Точка	555706.000	5031334.000	14.700
1	Точка	555717.000	5031330.000	14.700
1	Точка	555742.000	5031301.000	14.800
1	Точка	555525.000	5031309.000	14.800
1	Точка	555651.000	5031334.000	14.800
1	Точка	555640.000	5031333.000	14.800
1	Точка	555521.000	5031308.000	14.700
1	Точка	555448.000	5031298.000	14.700
1	Точка	555737.000	5031313.000	14.700
1	Точка	555742.000	5031305.000	14.600
1	Точка	555675.000	5031338.000	14.600
1	Точка	555734.000	5031321.000	14.600
1	Точка	555686.000	5031340.000	14.600
1	Точка	555574.000	5031324.000	14.600
1	Точка	555498.000	5031306.000	14.600
1	Точка	555768.000	5031281.000	14.600
1	Точка	555754.000	5031284.000	14.700
1	Точка	555540.000	5031313.000	14.700
1	Точка	555635.000	5031334.000	14.700
1	Точка	555452.000	5031297.000	14.600
1	Точка	555645.000	5031335.000	14.600
1	Точка	555729.000	5031324.000	14.600
1	Точка	555713.000	5031332.000	14.600
1	Точка	555444.000	5031300.000	14.800
1	Точка	555626.000	5031335.000	14.800
1	Точка	555436.000	5031302.000	14.800
1	Точка	555514.000	5031306.000	14.900
1	Точка	555420.000	5031297.000	14.800
1	Точка	555738.000	5031305.000	14.800
1	Точка	555745.000	5031297.000	14.800
1	Точка	555750.000	5031284.000	14.800
1	Точка	555416.000	5031296.000	14.900
1	Точка	555463.000	5031294.000	14.900
1	Точка	555668.000	5031335.000	14.900
1	Точка	555432.000	5031301.000	14.900
1	Точка	555501.000	5031303.000	14.900
1	Точка	555419.000	5031293.000	14.900
1	Точка	555473.000	5031298.000	14.900
1	Точка	555530.000	5031311.000	14.800
1	Точка	555679.000	5031338.000	14.800
1	Точка	555741.000	5031309.000	14.800
1	Точка	555494.000	5031304.000	14.800
1	Точка	555745.000	5031293.000	14.800
1	Точка	555699.000	5031336.000	14.800
1	Точка	555440.000	5031303.000	14.800
1	Точка	555455.000	5031292.000	14.800
1	Точка	555725.000	5031323.000	14.800
1	Точка	555489.000	5031303.000	14.800
1	Точка	555734.000	5031317.000	14.800
1	Точка	555425.000	5031298.000	14.800
1	Точка	555764.000	5031280.000	14.800
1	Точка	555737.000	5031309.000	14.800
1	Точка	555475.000	5031302.000	14.600
1	Точка	555733.000	5031325.000	14.400
1	Точка	555448.000	5031306.000	14.400
1	Точка	555746.000	5031314.000	14.400
1	Точка	555738.000	5031322.000	14.400
1	Точка	555671.000	5031339.000	14.400
1	Точка	555537.000	5031316.000	14.400
1	Точка	555721.000	5031330.000	14.400
1	Точка	555745.000	5031310.000	14.500
1	Точка	555611.000	5031334.000	14.500
1	Точка	555630.000	5031337.000	14.500
1	Точка	555510.000	5031308.000	14.400
1	Точка	555652.000	5031338.000	14.400
1	Точка	555665.000	5031338.000	14.400
1	Точка	555521.000	5031312.000	14.400
1	Точка	555471.000	5031302.000	14.400
1	Точка	555661.000	5031338.000	14.400
1	Точка	555598.000	5031331.000	14.400
1	Точка	555530.000	5031315.000	14.400
1	Точка	555464.000	5031299.000	14.400
1	Точка	555479.000	5031304.000	14.400
1	Точка	555452.000	5031301.000	14.400
1	Точка	555541.000	5031317.000	14.400
1	Точка	555759.000	5031287.000	14.400
1	Точка	555756.000	5031292.000	14.400
1	Точка	555602.000	5031332.000	14.400
1	Точка	555703.000	5031337.000	14.400
1	Точка	555584.000	5031329.000	14.400
1	Точка	555606.000	5031333.000	14.400
1	Точка	555526.000	5031313.000	14.500
1	Точка	555750.000	5031299.000	14.500
1	Точка	555749.000	5031295.000	14.500
1	Точка	555588.000	5031328.000	14.500
1	Точка	555557.000	5031319.000	14.500
1	Точка	555755.000	5031288.000	14.500
1	Точка	555742.000	5031313.000	14.500
1	Точка	555639.000	5031337.000	14.500
1	Точка	555534.000	5031313.000	14.600
1	Точка	555758.000	5031283.000	14.600
1	Точка	555444.000	5031304.000	14.600
1	Точка	555752.000	5031292.000	14.600
1	Точка	555656.000	5031336.000	14.600
1	Точка	555738.000	5031318.000	14.600
1	Точка	555746.000	5031301.000	14.600
1	Точка	555484.000	5031305.000	14.500
1	Точка	555550.000	5031318.000	14.500
1	Точка	555567.000	5031322.000	14.500
1	Точка	555648.000	5031338.000	14.500
1	Точка	555742.000	5031317.000	14.500
1	Точка	555562.000	5031321.000	14.500
1	Точка	555746.000	5031305.000	14.500
1	Точка	555502.000	5031307.000	14.500
1	Точка	555763.000	5031284.000	14.500
1	Точка	555517.000	5031309.000	14.500
1	Точка	555448.000	5031302.000	14.500
1	Точка	555581.000	5031326.000	14.500
1	Точка	555728.000	5031328.000	14.500
1	Точка	555695.000	5031339.000	14.500
1	Точка	555730.000	5031320.000	14.900
1	Точка	555687.000	5031336.000	15.300
1	Точка	555680.000	5031334.000	15.300
1	Точка	555655.000	5031332.000	15.300
1	Точка	555742.000	5031285.000	15.300
1	Точка	555726.000	5031315.000	15.300
1	Точка	555640.000	5031329.000	15.300
1	Точка	555408.000	5031287.000	15.300
1	Точка	555733.000	5031294.000	15.400
1	Точка	555565.000	5031318.000	15.400
1	Точка	555561.000	5031317.000	15.400
1	Точка	555717.000	5031322.000	15.400
1	Точка	555738.000	5031290.000	15.400
1	Точка	555610.000	5031330.000	15.400
1	Точка	555632.000	5031328.000	15.400
1	Точка	555510.000	5031304.000	15.200
1	Точка	555482.000	5031297.000	15.200
1	Точка	555695.000	5031335.000	15.200
1	Точка	555459.000	5031289.000	15.200
1	Точка	555469.000	5031295.000	15.200
1	Точка	555615.000	5031332.000	15.200
1	Точка	555733.000	5031298.000	15.200
1	Точка	555747.000	5031279.000	15.300
1	Точка	555415.000	5031288.000	15.300
1	Точка	555628.000	5031329.000	15.300
1	Точка	555730.000	5031306.000	15.300
1	Точка	555730.000	5031302.000	15.300
1	Точка	555712.000	5031328.000	15.300
1	Точка	555474.000	5031294.000	15.300
1	Точка	555620.000	5031329.000	15.400
1	Точка	555624.000	5031327.000	15.500
1	Точка	555734.000	5031290.000	15.500
1	Точка	555518.000	5031305.000	15.500
1	Точка	555452.000	5031289.000	15.500
1	Точка	555684.000	5031333.000	15.500
1	Точка	555673.000	5031331.000	15.500
1	Точка	555729.000	5031298.000	15.500
1	Точка	555591.000	5031325.000	15.600
1	Точка	555747.000	5031275.000	15.600
1	Точка	555582.000	5031322.000	15.600
1	Точка	555598.000	5031327.000	15.500
1	Точка	555691.000	5031333.000	15.500
1	Точка	555441.000	5031292.000	15.500
1	Точка	555615.000	5031328.000	15.500
1	Точка	555431.000	5031291.000	15.400
1	Точка	555726.000	5031306.000	15.400
1	Точка	555705.000	5031330.000	15.400
1	Точка	555650.000	5031330.000	15.400
1	Точка	555427.000	5031290.000	15.400
1	Точка	555447.000	5031293.000	15.400
1	Точка	555725.000	5031310.000	15.400
1	Точка	555698.000	5031332.000	15.400
1	Точка	555752.000	5031276.000	15.400
1	Точка	555602.000	5031328.000	15.500
1	Точка	555669.000	5031331.000	15.400
1	Точка	555537.000	5031310.000	15.400
1	Точка	555435.000	5031292.000	15.400
1	Точка	555722.000	5031317.000	15.400
1	Точка	555497.000	5031301.000	15.200
1	Точка	555741.000	5031293.000	15.000
1	Точка	555571.000	5031321.000	15.000
1	Точка	555709.000	5031331.000	15.000
1	Точка	555672.000	5031335.000	15.000
1	Точка	555578.000	5031323.000	15.000
1	Точка	555415.000	5031292.000	15.000
1	Точка	555720.000	5031326.000	15.000
1	Точка	555435.000	5031298.000	15.000
1	Точка	555738.000	5031301.000	15.000
1	Точка	555746.000	5031283.000	15.100
1	Точка	555733.000	5031311.000	15.000
1	Точка	555444.000	5031296.000	15.000
1	Точка	555410.000	5031294.000	15.000
1	Точка	555631.000	5031332.000	15.000
1	Точка	555691.000	5031337.000	14.900
1	Точка	555423.000	5031294.000	14.900
1	Точка	555482.000	5031301.000	14.900
1	Точка	555478.000	5031298.000	14.900
1	Точка	555468.000	5031299.000	14.900
1	Точка	555747.000	5031287.000	14.900
1	Точка	555554.000	5031316.000	14.900
1	Точка	555751.000	5031280.000	15.000
1	Точка	555429.000	5031298.000	15.000
1	Точка	555683.000	5031337.000	15.000
1	Точка	555760.000	5031279.000	15.000
1	Точка	555755.000	5031280.000	14.900
1	Точка	555439.000	5031299.000	14.900
1	Точка	555741.000	5031297.000	14.900
1	Точка	555619.000	5031333.000	15.100
1	Точка	555407.000	5031291.000	15.100
1	Точка	555716.000	5031326.000	15.100
1	Точка	555664.000	5031334.000	15.200
1	Точка	555624.000	5031331.000	15.100
1	Точка	555726.000	5031319.000	15.100
1	Точка	555428.000	5031294.000	15.100
1	Точка	555737.000	5031294.000	15.100
1	Точка	555486.000	5031300.000	15.200
1	Точка	555721.000	5031322.000	15.200
1	Точка	555419.000	5031289.000	15.200
1	Точка	555549.000	5031314.000	15.200
1	Точка	555676.000	5031334.000	15.200
1	Точка	555729.000	5031312.000	15.200
1	Точка	555742.000	5031289.000	15.200
1	Точка	555734.000	5031306.000	15.100
1	Точка	555702.000	5031333.000	15.100
1	Точка	555730.000	5031316.000	15.100
1	Точка	555660.000	5031334.000	15.100
1	Точка	555423.000	5031290.000	15.100
1	Точка	555438.000	5031295.000	15.100
1	Точка	555492.000	5031300.000	15.100
1	Точка	555432.000	5031295.000	15.100
1	Точка	555645.000	5031331.000	15.100
1	Точка	555734.000	5031302.000	15.100
1	Точка	555636.000	5031330.000	15.100
1	Точка	555451.000	5031293.000	15.100
1	Точка	555411.000	5031290.000	15.100
1	Точка	555585.000	5031325.000	15.100
1	Точка	555925.000	5031330.000	13.300
1	Точка	555881.000	5031373.000	11.400
1	Точка	555748.000	5031361.000	11.400
1	Точка	555674.000	5031368.000	11.400
1	Точка	555663.000	5031369.000	11.400
1	Точка	555801.000	5031357.000	11.300
1	Точка	555863.000	5031369.000	11.300
1	Точка	555724.000	5031360.000	11.400
1	Точка	555740.000	5031359.000	11.400
1	Точка	555681.000	5031366.000	11.400
1	Точка	555981.000	5031330.000	11.400
1	Точка	555893.000	5031372.000	11.400
1	Точка	555782.000	5031365.000	11.400
1	Точка	555771.000	5031366.000	11.400
1	Точка	555700.000	5031364.000	11.400
1	Точка	555667.000	5031370.000	11.300
1	Точка	555834.000	5031357.000	11.300
1	Точка	555847.000	5031361.000	11.300
1	Точка	555877.000	5031374.000	11.300
1	Точка	555928.000	5031361.000	11.300
1	Точка	555736.000	5031360.000	11.300
1	Точка	555707.000	5031363.000	11.300
1	Точка	555728.000	5031359.000	11.300
1	Точка	555911.000	5031363.000	11.300
1	Точка	555775.000	5031367.000	11.300
1	Точка	555794.000	5031359.000	11.300
1	Точка	555688.000	5031365.000	11.300
1	Точка	555654.000	5031370.000	11.300
1	Точка	555854.000	5031363.000	11.300
1	Точка	555766.000	5031365.000	11.400
1	Точка	555902.000	5031366.000	11.500
1	Точка	555666.000	5031366.000	11.500
1	Точка	555889.000	5031372.000	11.500
1	Точка	555654.000	5031366.000	11.500
1	Точка	555703.000	5031361.000	11.500
1	Точка	555725.000	5031356.000	11.500
1	Точка	555670.000	5031367.000	11.500
1	Точка	555906.000	5031362.000	11.600
1	Точка	555710.000	5031360.000	11.600
1	Точка	555922.000	5031361.000	11.600
1	Точка	555946.000	5031358.000	11.500
1	Точка	555745.000	5031358.000	11.500
1	Точка	555696.000	5031363.000	11.500
1	Точка	555982.000	5031325.000	11.500
1	Точка	555752.000	5031362.000	11.400
1	Точка	555918.000	5031361.000	11.400
1	Точка	555720.000	5031358.000	11.500
1	Точка	555758.000	5031364.000	11.400
1	Точка	555714.000	5031361.000	11.400
1	Точка	555732.000	5031358.000	11.400
1	Точка	555908.000	5031366.000	11.400
1	Точка	555650.000	5031368.000	11.500
1	Точка	555858.000	5031364.000	11.500
1	Точка	555817.000	5031359.000	11.500
1	Точка	555659.000	5031368.000	11.500
1	Точка	555787.000	5031361.000	11.500
1	Точка	555778.000	5031364.000	11.500
1	Точка	555897.000	5031369.000	11.500
1	Точка	555805.000	5031358.000	11.300
1	Точка	555697.000	5031367.000	11.100
1	Точка	555798.000	5031360.000	11.100
1	Точка	555749.000	5031370.000	11.100
1	Точка	555735.000	5031365.000	11.100
1	Точка	555761.000	5031371.000	11.100
1	Точка	555855.000	5031367.000	11.100
1	Точка	555704.000	5031366.000	11.100
1	Точка	555742.000	5031366.000	11.100
1	Точка	555772.000	5031370.000	11.100
1	Точка	555825.000	5031359.000	11.100
1	Точка	555663.000	5031373.000	11.100
1	Точка	555767.000	5031369.000	11.100
1	Точка	555859.000	5031368.000	11.100
1	Точка	555685.000	5031368.000	11.100
1	Точка	555912.000	5031367.000	11.000
1	Точка	555723.000	5031364.000	11.000
1	Точка	555715.000	5031365.000	11.000
1	Точка	555768.000	5031373.000	11.000
1	Точка	555963.000	5031356.000	11.000
1	Точка	555890.000	5031376.000	11.000
1	Точка	555886.000	5031376.000	11.000
1	Точка	555970.000	5031354.000	11.100
1	Точка	555753.000	5031370.000	11.100
1	Точка	555788.000	5031365.000	11.100
1	Точка	555728.000	5031363.000	11.100
1	Точка	555837.000	5031360.000	11.000
1	Точка	555745.000	5031369.000	11.000
1	Точка	555675.000	5031372.000	11.000
1	Точка	555711.000	5031364.000	11.100
1	Точка	555813.000	5031360.000	11.200
1	Точка	555761.000	5031367.000	11.200
1	Точка	555678.000	5031369.000	11.200
1	Точка	555743.000	5031362.000	11.200
1	Точка	555975.000	5031348.000	11.200
1	Точка	555719.000	5031362.000	11.200
1	Точка	555750.000	5031366.000	11.200
1	Точка	555872.000	5031373.000	11.200
1	Точка	555843.000	5031361.000	11.200
1	Точка	555867.000	5031372.000	11.200
1	Точка	555830.000	5031358.000	11.200
1	Точка	555671.000	5031371.000	11.200
1	Точка	555821.000	5031359.000	11.200
1	Точка	555739.000	5031363.000	11.200
1	Точка	555809.000	5031360.000	11.200
1	Точка	555754.000	5031366.000	11.200
1	Точка	555934.000	5031359.000	11.200
1	Точка	555732.000	5031362.000	11.200
1	Точка	555779.000	5031368.000	11.100
1	Точка	555791.000	5031362.000	11.200
1	Точка	555659.000	5031372.000	11.200
1	Точка	555746.000	5031365.000	11.200
1	Точка	555692.000	5031366.000	11.200
1	Точка	555901.000	5031370.000	11.200
1	Точка	555897.000	5031373.000	11.200
1	Точка	555905.000	5031369.000	11.200
1	Точка	555850.000	5031364.000	11.200
1	Точка	555757.000	5031369.000	11.200
1	Точка	555736.000	5031356.000	11.600
1	Точка	555831.000	5031354.000	11.900
1	Точка	555866.000	5031364.000	12.000
1	Точка	555642.000	5031359.000	12.000
1	Точка	555726.000	5031352.000	11.900
1	Точка	555621.000	5031360.000	11.900
1	Точка	555665.000	5031362.000	11.900
1	Точка	555821.000	5031355.000	11.900
1	Точка	555738.000	5031352.000	12.000
1	Точка	555708.000	5031354.000	12.000
1	Точка	555629.000	5031359.000	12.000
1	Точка	555848.000	5031357.000	12.000
1	Точка	555786.000	5031357.000	12.000
1	Точка	555800.000	5031352.000	12.000
1	Точка	555901.000	5031362.000	12.000
1	Точка	555752.000	5031354.000	11.900
1	Точка	555637.000	5031361.000	11.900
1	Точка	555779.000	5031360.000	11.900
1	Точка	555669.000	5031363.000	11.900
1	Точка	555857.000	5031360.000	11.900
1	Точка	555695.000	5031359.000	11.900
1	Точка	555757.000	5031356.000	11.900
1	Точка	555661.000	5031361.000	11.900
1	Точка	555650.000	5031360.000	11.900
1	Точка	555680.000	5031362.000	11.900
1	Точка	555717.000	5031353.000	11.900
1	Точка	555881.000	5031369.000	11.900
1	Точка	555982.000	5031321.000	11.900
1	Точка	555702.000	5031357.000	11.900
1	Точка	555775.000	5031359.000	12.000
1	Точка	555782.000	5031357.000	12.100
1	Точка	555956.000	5031352.000	12.100
1	Точка	555646.000	5031358.000	12.100
1	Точка	555637.000	5031357.000	12.100
1	Точка	555793.000	5031355.000	12.100
1	Точка	555844.000	5031357.000	12.100
1	Точка	555698.000	5031356.000	12.100
1	Точка	555633.000	5031357.000	12.100
1	Точка	555619.000	5031356.000	12.100
1	Точка	555938.000	5031356.000	12.100
1	Точка	555748.000	5031351.000	12.100
1	Точка	555611.000	5031358.000	12.100
1	Точка	555885.000	5031368.000	12.100
1	Точка	555952.000	5031353.000	12.100
1	Точка	555761.000	5031355.000	12.000
1	Точка	555962.000	5031352.000	12.000
1	Точка	555713.000	5031352.000	12.000
1	Точка	555657.000	5031359.000	12.000
1	Точка	555616.000	5031359.000	12.000
1	Точка	555930.000	5031357.000	12.000
1	Точка	555691.000	5031358.000	12.000
1	Точка	555861.000	5031361.000	12.000
1	Точка	555889.000	5031368.000	12.000
1	Точка	555742.000	5031351.000	12.000
1	Точка	555769.000	5031358.000	12.000
1	Точка	555975.000	5031339.000	12.000
1	Точка	555625.000	5031358.000	12.000
1	Точка	555688.000	5031361.000	12.000
1	Точка	555942.000	5031357.000	11.900
1	Точка	555873.000	5031369.000	11.600
1	Точка	555662.000	5031365.000	11.700
1	Точка	555650.000	5031364.000	11.700
1	Точка	555970.000	5031350.000	11.600
1	Точка	555757.000	5031360.000	11.600
1	Точка	555804.000	5031354.000	11.600
1	Точка	555868.000	5031368.000	11.600
1	Точка	555783.000	5031361.000	11.700
1	Точка	555753.000	5031358.000	11.700
1	Точка	555699.000	5031360.000	11.700
1	Точка	555716.000	5031357.000	11.700
1	Точка	555630.000	5031364.000	11.700
1	Точка	555797.000	5031355.000	11.700
1	Точка	555749.000	5031357.000	11.700
1	Точка	555645.000	5031366.000	11.600
1	Точка	555851.000	5031360.000	11.600
1	Точка	555677.000	5031365.000	11.600
1	Точка	555966.000	5031353.000	11.600
1	Точка	555862.000	5031365.000	11.600
1	Точка	555762.000	5031363.000	11.600
1	Точка	555955.000	5031356.000	11.600
1	Точка	555774.000	5031363.000	11.600
1	Точка	555959.000	5031355.000	11.600
1	Точка	555638.000	5031365.000	11.600
1	Точка	555809.000	5031356.000	11.600
1	Точка	555885.000	5031372.000	11.600
1	Точка	555729.000	5031355.000	11.600
1	Точка	555634.000	5031365.000	11.600
1	Точка	555877.000	5031370.000	11.700
1	Точка	555914.000	5031360.000	11.800
1	Точка	555765.000	5031360.000	11.800
1	Точка	555733.000	5031353.000	11.800
1	Точка	555893.000	5031368.000	11.800
1	Точка	555721.000	5031354.000	11.800
1	Точка	555741.000	5031355.000	11.800
1	Точка	555813.000	5031356.000	11.800
1	Точка	555827.000	5031355.000	11.800
1	Точка	555646.000	5031362.000	11.800
1	Точка	555745.000	5031354.000	11.800
1	Точка	555654.000	5031362.000	11.800
1	Точка	555633.000	5031361.000	11.800
1	Точка	555817.000	5031355.000	11.800
1	Точка	555976.000	5031344.000	11.800
1	Точка	555692.000	5031362.000	11.700
1	Точка	555840.000	5031357.000	11.700
1	Точка	555712.000	5031356.000	11.700
1	Точка	555642.000	5031363.000	11.700
1	Точка	555980.000	5031334.000	11.700
1	Точка	555790.000	5031358.000	11.700
1	Точка	555684.000	5031363.000	11.700
1	Точка	555658.000	5031364.000	11.700
1	Точка	555626.000	5031362.000	11.800
1	Точка	555761.000	5031359.000	11.800
1	Точка	555673.000	5031364.000	11.700
1	Точка	555950.000	5031357.000	11.700
1	Точка	555769.000	5031362.000	11.700
1	Точка	555706.000	5031358.000	11.700
1	Точка	555839.000	5031368.000	10.300
1	Точка	555752.000	5031388.000	10.300
1	Точка	555828.000	5031366.000	10.300
1	Точка	555892.000	5031380.000	10.300
1	Точка	555803.000	5031366.000	10.300
1	Точка	555719.000	5031380.000	10.300
1	Точка	555729.000	5031389.000	10.300
1	Точка	555775.000	5031382.000	10.300
1	Точка	555688.000	5031380.000	10.300
1	Точка	555745.000	5031388.000	10.300
1	Точка	555748.000	5031391.000	10.300
1	Точка	555767.000	5031385.000	10.300
1	Точка	555744.000	5031392.000	10.300
1	Точка	555857.000	5031379.000	10.300
1	Точка	555793.000	5031370.000	10.200
1	Точка	555741.000	5031395.000	10.200
1	Точка	555715.000	5031381.000	10.200
1	Точка	555738.000	5031392.000	10.200
1	Точка	555764.000	5031388.000	10.200
1	Точка	555720.000	5031386.000	10.200
1	Точка	555734.000	5031390.000	10.200
1	Точка	555760.000	5031387.000	10.200
1	Точка	555913.000	5031371.000	10.200
1	Точка	555692.000	5031381.000	10.300
1	Точка	555835.000	5031368.000	10.200
1	Точка	555700.000	5031381.000	10.200
1	Точка	555711.000	5031380.000	10.200
1	Точка	555756.000	5031389.000	10.200
1	Точка	555730.000	5031385.000	10.300
1	Точка	555714.000	5031377.000	10.400
1	Точка	555796.000	5031367.000	10.400
1	Точка	555888.000	5031380.000	10.400
1	Точка	555710.000	5031376.000	10.400
1	Точка	555684.000	5031379.000	10.400
1	Точка	555742.000	5031385.000	10.400
1	Точка	555832.000	5031365.000	10.400
1	Точка	555986.000	5031324.000	10.400
1	Точка	555738.000	5031383.000	10.400
1	Точка	555779.000	5031379.000	10.400
1	Точка	555949.000	5031361.000	10.400
1	Точка	555851.000	5031372.000	10.400
1	Точка	555756.000	5031385.000	10.400
1	Точка	555932.000	5031363.000	10.400
1	Точка	555696.000	5031379.000	10.300
1	Точка	555741.000	5031389.000	10.300
1	Точка	555983.000	5031338.000	10.300
1	Точка	555703.000	5031378.000	10.300
1	Точка	555737.000	5031387.000	10.300
1	Точка	555868.000	5031380.000	10.300
1	Точка	555707.000	5031379.000	10.300
1	Точка	555699.000	5031376.000	10.400
1	Точка	555734.000	5031384.000	10.400
1	Точка	555718.000	5031376.000	10.400
1	Точка	555855.000	5031375.000	10.400
1	Точка	555726.000	5031382.000	10.300
1	Точка	555771.000	5031382.000	10.400
1	Точка	555748.000	5031385.000	10.400
1	Точка	555823.000	5031367.000	10.200
1	Точка	555705.000	5031386.000	10.100
1	Точка	555709.000	5031387.000	10.100
1	Точка	555962.000	5031360.000	10.100
1	Точка	555831.000	5031369.000	10.100
1	Точка	555760.000	5031391.000	10.100
1	Точка	555748.000	5031399.000	10.100
1	Точка	555716.000	5031385.000	10.100
1	Точка	555984.000	5031333.000	10.100
1	Точка	555708.000	5031383.000	10.100
1	Точка	555725.000	5031391.000	10.100
1	Точка	555701.000	5031385.000	10.100
1	Точка	555811.000	5031368.000	10.100
1	Точка	555717.000	5031389.000	10.100
1	Точка	555764.000	5031392.000	10.100
1	Точка	555756.000	5031397.000	10.000
1	Точка	555783.000	5031384.000	10.000
1	Точка	555772.000	5031390.000	10.000
1	Точка	555901.000	5031380.000	10.000
1	Точка	555895.000	5031445.000	1.400
1	Точка	555916.000	5031443.000	1.800
1	Точка	555920.000	5031369.000	10.000
1	Точка	555756.000	5031393.000	10.000
1	Точка	555853.000	5031380.000	10.000
1	Точка	555775.000	5031386.000	10.100
1	Точка	555877.000	5031384.000	10.000
1	Точка	555761.000	5031395.000	10.000
1	Точка	555752.000	5031400.000	10.000
1	Точка	555713.000	5031388.000	10.000
1	Точка	555737.000	5031396.000	10.100
1	Точка	555985.000	5031328.000	10.200
1	Точка	555696.000	5031383.000	10.200
1	Точка	555721.000	5031390.000	10.200
1	Точка	555786.000	5031376.000	10.200
1	Точка	555783.000	5031380.000	10.200
1	Точка	555729.000	5031393.000	10.200
1	Точка	555817.000	5031367.000	10.200
1	Точка	555861.000	5031380.000	10.200
1	Точка	555872.000	5031381.000	10.200
1	Точка	555725.000	5031387.000	10.200
1	Точка	555747.000	5031395.000	10.200
1	Точка	555752.000	5031392.000	10.200
1	Точка	555779.000	5031383.000	10.200
1	Точка	555807.000	5031367.000	10.200
1	Точка	555843.000	5031372.000	10.100
1	Точка	555751.000	5031396.000	10.100
1	Точка	555768.000	5031389.000	10.100
1	Точка	555733.000	5031394.000	10.100
1	Точка	555936.000	5031363.000	10.100
1	Точка	555704.000	5031382.000	10.100
1	Точка	555847.000	5031373.000	10.100
1	Точка	555712.000	5031384.000	10.100
1	Точка	555771.000	5031386.000	10.200
1	Точка	555851.000	5031376.000	10.200
1	Точка	555800.000	5031369.000	10.100
1	Точка	555790.000	5031373.000	10.100
1	Точка	555881.000	5031383.000	10.100
1	Точка	555744.000	5031398.000	10.100
1	Точка	555706.000	5031375.000	10.400
1	Точка	555778.000	5031375.000	10.700
1	Точка	555757.000	5031377.000	10.700
1	Точка	555851.000	5031368.000	10.800
1	Точка	555737.000	5031372.000	10.700
1	Точка	555782.000	5031371.000	10.700
1	Точка	555874.000	5031377.000	10.700
1	Точка	555705.000	5031370.000	10.700
1	Точка	555701.000	5031369.000	10.800
1	Точка	555734.000	5031369.000	10.800
1	Точка	555958.000	5031359.000	10.800
1	Точка	555953.000	5031360.000	10.800
1	Точка	555795.000	5031363.000	10.800
1	Точка	555859.000	5031372.000	10.800
1	Точка	555802.000	5031361.000	10.800
1	Точка	555829.000	5031362.000	10.700
1	Точка	555814.000	5031364.000	10.700
1	Точка	555869.000	5031376.000	10.700
1	Точка	555740.000	5031375.000	10.700
1	Точка	555792.000	5031366.000	10.700
1	Точка	555748.000	5031377.000	10.700
1	Точка	555762.000	5031379.000	10.700
1	Точка	555729.000	5031370.000	10.700
1	Точка	555767.000	5031377.000	10.700
1	Точка	555679.000	5031374.000	10.700
1	Точка	555722.000	5031369.000	10.700
1	Точка	555725.000	5031372.000	10.700
1	Точка	555686.000	5031372.000	10.700
1	Точка	555715.000	5031369.000	10.700
1	Точка	555840.000	5031364.000	10.800
1	Точка	555682.000	5031371.000	10.900
1	Точка	555756.000	5031373.000	10.900
1	Точка	555846.000	5031365.000	10.900
1	Точка	555751.000	5031374.000	10.900
1	Точка	555901.000	5031374.000	10.900
1	Точка	555979.000	5031341.000	10.900
1	Точка	555785.000	5031368.000	10.900
1	Точка	555731.000	5031366.000	10.900
1	Точка	555863.000	5031373.000	10.900
1	Точка	555668.000	5031374.000	11.000
1	Точка	555689.000	5031369.000	10.900
1	Точка	555738.000	5031368.000	10.900
1	Точка	555880.000	5031377.000	10.900
1	Точка	555776.000	5031371.000	10.900
1	Точка	555894.000	5031376.000	10.800
1	Точка	555726.000	5031367.000	10.800
1	Точка	555818.000	5031363.000	10.800
1	Точка	555741.000	5031371.000	10.800
1	Точка	555694.000	5031370.000	10.800
1	Точка	555672.000	5031375.000	10.800
1	Точка	555939.000	5031360.000	10.800
1	Точка	555773.000	5031374.000	10.800
1	Точка	555761.000	5031375.000	10.900
1	Точка	555719.000	5031366.000	10.900
1	Точка	555709.000	5031368.000	10.800
