Количество	Имя	Положение X	Положение Y	Положение Z
1	Точка	555833.000	5031361.000	10.800
1	Точка	555745.000	5031373.000	10.800
1	Точка	555915.000	5031364.000	10.800
1	Точка	555752.000	5031378.000	10.700
1	Точка	555974.000	5031352.000	10.500
1	Точка	555735.000	5031380.000	10.500
1	Точка	555782.000	5031375.000	10.500
1	Точка	555766.000	5031381.000	10.500
1	Точка	555687.000	5031376.000	10.500
1	Точка	555695.000	5031375.000	10.500
1	Точка	555843.000	5031368.000	10.500
1	Точка	555749.000	5031381.000	10.500
1	Точка	555884.000	5031380.000	10.500
1	Точка	555755.000	5031381.000	10.500
1	Точка	555864.000	5031377.000	10.500
1	Точка	555752.000	5031384.000	10.500
1	Точка	555799.000	5031364.000	10.500
1	Точка	555743.000	5031381.000	10.500
1	Точка	555925.000	5031364.000	10.400
1	Точка	555904.000	5031377.000	10.400
1	Точка	555731.000	5031381.000	10.400
1	Точка	555763.000	5031384.000	10.400
1	Точка	555786.000	5031372.000	10.400
1	Точка	555725.000	5031378.000	10.400
1	Точка	555967.000	5031357.000	10.400
1	Точка	555722.000	5031375.000	10.500
1	Точка	555680.000	5031378.000	10.500
1	Точка	555789.000	5031369.000	10.500
1	Точка	555714.000	5031373.000	10.500
1	Точка	555691.000	5031377.000	10.400
1	Точка	555860.000	5031376.000	10.500
1	Точка	555943.000	5031361.000	10.500
1	Точка	555759.000	5031382.000	10.500
1	Точка	555744.000	5031377.000	10.600
1	Точка	555855.000	5031371.000	10.600
1	Точка	555806.000	5031363.000	10.600
1	Точка	555810.000	5031364.000	10.600
1	Точка	555847.000	5031369.000	10.600
1	Точка	555905.000	5031373.000	10.600
1	Точка	555775.000	5031378.000	10.600
1	Точка	555823.000	5031363.000	10.600
1	Точка	555691.000	5031373.000	10.600
1	Точка	555676.000	5031377.000	10.600
1	Точка	555909.000	5031371.000	10.600
1	Точка	555771.000	5031378.000	10.600
1	Точка	555732.000	5031373.000	10.600
1	Точка	555698.000	5031372.000	10.600
1	Точка	555836.000	5031364.000	10.500
1	Точка	555877.000	5031380.000	10.500
1	Точка	555920.000	5031365.000	10.500
1	Точка	555732.000	5031377.000	10.500
1	Точка	555898.000	5031377.000	10.500
1	Точка	555916.000	5031368.000	10.500
1	Точка	555736.000	5031376.000	10.500
1	Точка	555980.000	5031345.000	10.600
1	Точка	555728.000	5031375.000	10.600
1	Точка	555739.000	5031379.000	10.600
1	Точка	555718.000	5031372.000	10.600
1	Точка	555702.000	5031373.000	10.500
1	Точка	555683.000	5031375.000	10.600
1	Точка	555709.000	5031372.000	10.600
1	Точка	555856.000	5031313.000	13.200
1	Точка	555877.000	5031354.000	13.200
1	Точка	555859.000	5031319.000	13.200
1	Точка	555844.000	5031339.000	13.200
1	Точка	555897.000	5031353.000	13.200
1	Точка	555862.000	5031322.000	13.200
1	Точка	555825.000	5031344.000	13.200
1	Точка	555847.000	5031344.000	13.200
1	Точка	555521.000	5031325.000	13.200
1	Точка	555952.000	5031324.000	13.200
1	Точка	555840.000	5031342.000	13.200
1	Точка	555830.000	5031308.000	13.200
1	Точка	555942.000	5031337.000	13.200
1	Точка	555929.000	5031311.000	13.200
1	Точка	555957.000	5031319.000	13.100
1	Точка	555940.000	5031319.000	13.100
1	Точка	555499.000	5031322.000	13.100
1	Точка	555861.000	5031315.000	13.100
1	Точка	555960.000	5031322.000	13.100
1	Точка	555947.000	5031317.000	13.100
1	Точка	555935.000	5031317.000	13.100
1	Точка	555939.000	5031323.000	13.200
1	Точка	555860.000	5031310.000	13.200
1	Точка	555838.000	5031322.000	13.200
1	Точка	555860.000	5031347.000	13.200
1	Точка	555578.000	5031339.000	13.100
1	Точка	555864.000	5031350.000	13.100
1	Точка	555871.000	5031350.000	13.200
1	Точка	555908.000	5031351.000	13.200
1	Точка	555843.000	5031349.000	13.200
1	Точка	555703.000	5031345.000	13.200
1	Точка	555605.000	5031344.000	13.200
1	Точка	555635.000	5031346.000	13.200
1	Точка	555820.000	5031347.000	13.200
1	Точка	555601.000	5031343.000	13.200
1	Точка	555950.000	5031320.000	13.200
1	Точка	555933.000	5031312.000	13.200
1	Точка	555776.000	5031348.000	13.200
1	Точка	555952.000	5031328.000	13.200
1	Точка	555901.000	5031354.000	13.200
1	Точка	555934.000	5031321.000	13.200
1	Точка	555924.000	5031350.000	13.200
1	Точка	555866.000	5031313.000	13.200
1	Точка	555848.000	5031321.000	13.200
1	Точка	555595.000	5031341.000	13.200
1	Точка	555854.000	5031345.000	13.200
1	Точка	555859.000	5031342.000	13.200
1	Точка	555869.000	5031343.000	13.200
1	Точка	555930.000	5031322.000	13.200
1	Точка	555495.000	5031321.000	13.200
1	Точка	555944.000	5031325.000	13.200
1	Точка	555938.000	5031344.000	13.200
1	Точка	555682.000	5031350.000	13.200
1	Точка	555924.000	5031316.000	13.200
1	Точка	555747.000	5031339.000	13.200
1	Точка	555827.000	5031339.000	13.200
1	Точка	555510.000	5031322.000	13.200
1	Точка	555503.000	5031323.000	13.100
1	Точка	555961.000	5031317.000	13.100
1	Точка	555857.000	5031350.000	13.100
1	Точка	555955.000	5031336.000	13.100
1	Точка	555569.000	5031337.000	13.100
1	Точка	555543.000	5031329.000	13.100
1	Точка	555958.000	5031333.000	13.100
1	Точка	555609.000	5031345.000	13.100
1	Точка	555534.000	5031326.000	13.100
1	Точка	555765.000	5031344.000	13.100
1	Точка	555964.000	5031323.000	13.100
1	Точка	555937.000	5031312.000	13.100
1	Точка	555961.000	5031330.000	13.100
1	Точка	555960.000	5031326.000	13.100
1	Точка	555517.000	5031326.000	13.100
1	Точка	555695.000	5031347.000	13.000
1	Точка	555828.000	5031347.000	13.000
1	Точка	555880.000	5031358.000	13.000
1	Точка	555712.000	5031344.000	13.000
1	Точка	555665.000	5031350.000	13.000
1	Точка	555964.000	5031327.000	13.000
1	Точка	555890.000	5031357.000	13.000
1	Точка	555507.000	5031325.000	13.000
1	Точка	555963.000	5031334.000	13.000
1	Точка	555969.000	5031325.000	13.000
1	Точка	555754.000	5031341.000	13.000
1	Точка	555905.000	5031355.000	13.000
1	Точка	555796.000	5031347.000	13.000
1	Точка	555552.000	5031332.000	13.000
1	Точка	555937.000	5031348.000	13.100
1	Точка	555933.000	5031347.000	13.100
1	Точка	555956.000	5031327.000	13.100
1	Точка	555951.000	5031315.000	13.100
1	Точка	555953.000	5031332.000	13.100
1	Точка	555649.000	5031347.000	13.100
1	Точка	555866.000	5031309.000	13.100
1	Точка	555929.000	5031349.000	13.100
1	Точка	555884.000	5031357.000	13.100
1	Точка	555946.000	5031338.000	13.100
1	Точка	555659.000	5031348.000	13.100
1	Точка	555871.000	5031354.000	13.100
1	Точка	555644.000	5031347.000	13.100
1	Точка	555832.000	5031347.000	13.100
1	Точка	555893.000	5031354.000	13.100
1	Точка	555942.000	5031345.000	13.100
1	Точка	555930.000	5031353.000	13.100
1	Точка	555912.000	5031352.000	13.100
1	Точка	555943.000	5031341.000	13.100
1	Точка	555876.000	5031358.000	13.100
1	Точка	555743.000	5031341.000	13.100
1	Точка	555558.000	5031334.000	13.100
1	Точка	555941.000	5031315.000	13.100
1	Точка	555719.000	5031342.000	13.100
1	Точка	555956.000	5031323.000	13.100
1	Точка	555548.000	5031331.000	13.100
1	Точка	555950.000	5031338.000	13.100
1	Точка	555867.000	5031353.000	13.100
1	Точка	555783.000	5031349.000	13.100
1	Точка	555853.000	5031350.000	13.200
1	Точка	555835.000	5031337.000	13.200
1	Точка	555809.000	5031344.000	13.200
1	Точка	555927.000	5031319.000	13.200
1	Точка	555530.000	5031324.000	13.200
1	Точка	555848.000	5031340.000	13.200
1	Точка	555863.000	5031340.000	13.200
1	Точка	555948.000	5031324.000	13.200
1	Точка	555893.000	5031331.000	13.300
1	Точка	555860.000	5031329.000	13.300
1	Точка	555899.000	5031329.000	13.300
1	Точка	555582.000	5031338.000	13.300
1	Точка	555893.000	5031348.000	13.200
1	Точка	555738.000	5031338.000	13.300
1	Точка	555833.000	5031316.000	13.300
1	Точка	555948.000	5031330.000	13.200
1	Точка	555926.000	5031346.000	13.200
1	Точка	555852.000	5031307.000	13.200
1	Точка	555800.000	5031344.000	13.200
1	Точка	555854.000	5031320.000	13.200
1	Точка	555866.000	5031321.000	13.200
1	Точка	555934.000	5031343.000	13.200
1	Точка	555941.000	5031333.000	13.200
1	Точка	555846.000	5031308.000	13.200
1	Точка	555925.000	5031312.000	13.200
1	Точка	555831.000	5031343.000	13.200
1	Точка	555847.000	5031335.000	13.200
1	Точка	555872.000	5031346.000	13.200
1	Точка	555843.000	5031324.000	13.200
1	Точка	555804.000	5031342.000	13.300
1	Точка	555906.000	5031341.000	13.300
1	Точка	555888.000	5031331.000	13.300
1	Точка	555840.000	5031329.000	13.300
1	Точка	555908.000	5031326.000	13.300
1	Точка	555874.000	5031329.000	13.300
1	Точка	555897.000	5031347.000	13.300
1	Точка	555815.000	5031344.000	13.300
1	Точка	555906.000	5031330.000	13.300
1	Точка	555916.000	5031318.000	13.300
1	Точка	555926.000	5031323.000	13.300
1	Точка	555886.000	5031313.000	13.300
1	Точка	555910.000	5031344.000	13.300
1	Точка	555929.000	5031326.000	13.300
1	Точка	555879.000	5031339.000	13.300
1	Точка	555882.000	5031319.000	13.300
1	Точка	555816.000	5031306.000	13.300
1	Точка	555905.000	5031308.000	13.300
1	Точка	555914.000	5031324.000	13.300
1	Точка	555922.000	5031320.000	13.300
1	Точка	555933.000	5031335.000	13.300
1	Точка	555883.000	5031346.000	13.300
1	Точка	555823.000	5031339.000	13.300
1	Точка	555834.000	5031326.000	13.300
1	Точка	555547.000	5031327.000	13.300
1	Точка	555922.000	5031309.000	13.300
1	Точка	555900.000	5031350.000	13.300
1	Точка	555845.000	5031312.000	13.300
1	Точка	555631.000	5031345.000	13.300
1	Точка	555945.000	5031334.000	13.200
1	Точка	555849.000	5031325.000	13.200
1	Точка	555860.000	5031333.000	13.200
1	Точка	555859.000	5031338.000	13.200
1	Точка	555934.000	5031339.000	13.200
1	Точка	555855.000	5031332.000	13.200
1	Точка	555930.000	5031344.000	13.200
1	Точка	555854.000	5031337.000	13.200
1	Точка	555870.000	5031322.000	13.200
1	Точка	555840.000	5031337.000	13.200
1	Точка	555870.000	5031339.000	13.200
1	Точка	555769.000	5031345.000	13.200
1	Точка	555875.000	5031350.000	13.200
1	Точка	555825.000	5031308.000	13.200
1	Точка	555922.000	5031346.000	13.200
1	Точка	555865.000	5031344.000	13.200
1	Точка	555928.000	5031315.000	13.200
1	Точка	555949.000	5031334.000	13.200
1	Точка	555931.000	5031318.000	13.200
1	Точка	555938.000	5031340.000	13.200
1	Точка	555729.000	5031340.000	13.200
1	Точка	555945.000	5031321.000	13.200
1	Точка	555868.000	5031347.000	13.200
1	Точка	555889.000	5031353.000	13.200
1	Точка	555838.000	5031346.000	13.200
1	Точка	555514.000	5031323.000	13.200
1	Точка	555874.000	5031312.000	13.200
1	Точка	555917.000	5031349.000	13.200
1	Точка	555792.000	5031347.000	13.200
1	Точка	555933.000	5031325.000	13.200
1	Точка	555870.000	5031313.000	13.200
1	Точка	555857.000	5031307.000	13.200
1	Точка	555855.000	5031341.000	13.200
1	Точка	555888.000	5031347.000	13.200
1	Точка	555758.000	5031340.000	13.200
1	Точка	555938.000	5031336.000	13.200
1	Точка	555841.000	5031333.000	13.200
1	Точка	555882.000	5031353.000	13.200
1	Точка	555621.000	5031345.000	13.200
1	Точка	555833.000	5031320.000	13.200
1	Точка	555835.000	5031342.000	13.200
1	Точка	555851.000	5031317.000	13.200
1	Точка	555847.000	5031349.000	13.200
1	Точка	555866.000	5031317.000	13.200
1	Точка	555843.000	5031345.000	13.200
1	Точка	555872.000	5031318.000	13.200
1	Точка	555686.000	5031348.000	13.200
1	Точка	555835.000	5031331.000	13.200
1	Точка	555820.000	5031306.000	13.200
1	Точка	555904.000	5031351.000	13.200
1	Точка	555854.000	5031325.000	13.200
1	Точка	555943.000	5031329.000	13.200
1	Точка	555589.000	5031340.000	13.200
1	Точка	555876.000	5031336.000	13.200
1	Точка	555828.000	5031335.000	13.200
1	Точка	555831.000	5031339.000	13.200
1	Точка	555885.000	5031350.000	13.200
1	Точка	555938.000	5031327.000	13.200
1	Точка	555943.000	5031353.000	12.500
1	Точка	555978.000	5031327.000	12.500
1	Точка	555602.000	5031351.000	12.500
1	Точка	555756.000	5031348.000	12.500
1	Точка	555626.000	5031351.000	12.500
1	Точка	555869.000	5031361.000	12.500
1	Точка	555963.000	5031346.000	12.500
1	Точка	555902.000	5031358.000	12.500
1	Точка	555679.000	5031358.000	12.500
1	Точка	555967.000	5031345.000	12.500
1	Точка	555690.000	5031354.000	12.500
1	Точка	555584.000	5031349.000	12.500
1	Точка	555732.000	5031346.000	12.500
1	Точка	555934.000	5031355.000	12.500
1	Точка	555860.000	5031357.000	12.400
1	Точка	555768.000	5031353.000	12.400
1	Точка	555972.000	5031342.000	12.400
1	Точка	555660.000	5031356.000	12.400
1	Точка	555606.000	5031352.000	12.400
1	Точка	555749.000	5031347.000	12.400
1	Точка	555619.000	5031352.000	12.400
1	Точка	555792.000	5031351.000	12.400
1	Точка	555890.000	5031364.000	12.500
1	Точка	555614.000	5031351.000	12.500
1	Точка	555590.000	5031351.000	12.400
1	Точка	555594.000	5031352.000	12.400
1	Точка	555712.000	5031348.000	12.400
1	Точка	555824.000	5031352.000	12.400
1	Точка	555736.000	5031345.000	12.500
1	Точка	555879.000	5031362.000	12.600
1	Точка	555722.000	5031346.000	12.600
1	Точка	555561.000	5031342.000	12.600
1	Точка	555704.000	5031349.000	12.600
1	Точка	555949.000	5031350.000	12.600
1	Точка	555742.000	5031345.000	12.600
1	Точка	555834.000	5031351.000	12.600
1	Точка	555567.000	5031344.000	12.600
1	Точка	555675.000	5031357.000	12.600
1	Точка	555610.000	5031350.000	12.600
1	Точка	555753.000	5031345.000	12.600
1	Точка	555958.000	5031345.000	12.600
1	Точка	555535.000	5031334.000	12.600
1	Точка	555580.000	5031348.000	12.600
1	Точка	555545.000	5031337.000	12.600
1	Точка	555557.000	5031341.000	12.600
1	Точка	555897.000	5031361.000	12.600
1	Точка	555551.000	5031339.000	12.600
1	Точка	555955.000	5031348.000	12.500
1	Точка	555828.000	5031351.000	12.500
1	Точка	555886.000	5031364.000	12.500
1	Точка	555977.000	5031331.000	12.600
1	Точка	555784.000	5031353.000	12.600
1	Точка	555576.000	5031347.000	12.600
1	Точка	555656.000	5031354.000	12.600
1	Точка	555541.000	5031336.000	12.600
1	Точка	555875.000	5031362.000	12.600
1	Точка	555683.000	5031355.000	12.600
1	Точка	555764.000	5031352.000	12.400
1	Точка	555642.000	5031355.000	12.200
1	Точка	555925.000	5031358.000	12.200
1	Точка	555837.000	5031354.000	12.200
1	Точка	555615.000	5031355.000	12.200
1	Точка	555704.000	5031353.000	12.200
1	Точка	555966.000	5031349.000	12.200
1	Точка	555809.000	5031352.000	12.200
1	Точка	555971.000	5031346.000	12.200
1	Точка	555917.000	5031357.000	12.300
1	Точка	555694.000	5031355.000	12.300
1	Точка	555628.000	5031355.000	12.200
1	Точка	555818.000	5031351.000	12.200
1	Точка	555603.000	5031355.000	12.200
1	Точка	555735.000	5031349.000	12.200
1	Точка	555898.000	5031365.000	12.100
1	Точка	555765.000	5031356.000	12.100
1	Точка	555653.000	5031357.000	12.200
1	Точка	555607.000	5031357.000	12.100
1	Точка	555878.000	5031366.000	12.100
1	Точка	555756.000	5031352.000	12.100
1	Точка	555676.000	5031361.000	12.100
1	Точка	555752.000	5031350.000	12.200
1	Точка	555872.000	5031365.000	12.200
1	Точка	555730.000	5031350.000	12.200
1	Точка	555722.000	5031350.000	12.200
1	Точка	555672.000	5031360.000	12.200
1	Точка	555909.000	5031359.000	12.200
1	Точка	555854.000	5031357.000	12.200
1	Точка	555623.000	5031354.000	12.300
1	Точка	555649.000	5031355.000	12.300
1	Точка	555959.000	5031349.000	12.400
1	Точка	555804.000	5031350.000	12.400
1	Точка	555778.000	5031356.000	12.300
1	Точка	555683.000	5031359.000	12.300
1	Точка	555796.000	5031351.000	12.300
1	Точка	555610.000	5031354.000	12.300
1	Точка	555638.000	5031353.000	12.400
1	Точка	555698.000	5031352.000	12.400
1	Точка	555632.000	5031353.000	12.400
1	Точка	555718.000	5031349.000	12.400
1	Точка	555921.000	5031357.000	12.400
1	Точка	555865.000	5031360.000	12.400
1	Точка	555813.000	5031352.000	12.400
1	Точка	555882.000	5031365.000	12.300
1	Точка	555745.000	5031348.000	12.300
1	Точка	555760.000	5031351.000	12.300
1	Точка	555947.000	5031354.000	12.300
1	Точка	555668.000	5031359.000	12.300
1	Точка	555739.000	5031348.000	12.300
1	Точка	555664.000	5031358.000	12.300
1	Точка	555598.000	5031353.000	12.300
1	Точка	555894.000	5031364.000	12.300
1	Точка	555789.000	5031354.000	12.300
1	Точка	555772.000	5031355.000	12.300
1	Точка	555708.000	5031350.000	12.300
1	Точка	555726.000	5031348.000	12.300
1	Точка	555687.000	5031357.000	12.300
1	Точка	555843.000	5031353.000	12.700
1	Точка	555535.000	5031330.000	12.900
1	Точка	555921.000	5031353.000	12.900
1	Точка	555814.000	5031348.000	12.900
1	Точка	555868.000	5031357.000	12.900
1	Точка	555950.000	5031346.000	12.900
1	Точка	555591.000	5031344.000	12.900
1	Точка	555739.000	5031342.000	12.900
1	Точка	555520.000	5031329.000	12.900
1	Точка	555974.000	5031324.000	12.900
1	Точка	555772.000	5031349.000	12.900
1	Точка	555513.000	5031327.000	12.900
1	Точка	555971.000	5031319.000	12.900
1	Точка	555887.000	5031360.000	12.900
1	Точка	555674.000	5031353.000	12.900
1	Точка	555872.000	5031358.000	12.900
1	Точка	555838.000	5031350.000	12.900
1	Точка	555733.000	5031342.000	12.900
1	Точка	555750.000	5031342.000	12.900
1	Точка	555959.000	5031341.000	12.900
1	Точка	555909.000	5031355.000	12.900
1	Точка	555967.000	5031337.000	12.900
1	Точка	555973.000	5031332.000	12.900
1	Точка	555639.000	5031349.000	12.900
1	Точка	555565.000	5031340.000	12.900
1	Точка	555570.000	5031341.000	12.900
1	Точка	555708.000	5031346.000	12.900
1	Точка	555690.000	5031350.000	12.900
1	Точка	555963.000	5031338.000	12.900
1	Точка	555530.000	5031328.000	12.900
1	Точка	555861.000	5031353.000	13.000
1	Точка	555581.000	5031342.000	13.000
1	Точка	555804.000	5031346.000	13.000
1	Точка	555723.000	5031342.000	13.000
1	Точка	555526.000	5031327.000	13.000
1	Точка	555626.000	5031347.000	13.000
1	Точка	555655.000	5031350.000	13.000
1	Точка	555686.000	5031352.000	13.000
1	Точка	555585.000	5031341.000	13.000
1	Точка	555539.000	5031328.000	13.000
1	Точка	555946.000	5031345.000	13.000
1	Точка	555950.000	5031342.000	13.000
1	Точка	555969.000	5031329.000	13.000
1	Точка	555761.000	5031343.000	13.000
1	Точка	555668.000	5031353.000	12.900
1	Точка	555896.000	5031357.000	12.900
1	Точка	555934.000	5031351.000	12.900
1	Точка	555916.000	5031353.000	12.900
1	Точка	555941.000	5031349.000	12.900
1	Точка	555597.000	5031345.000	12.900
1	Точка	555613.000	5031347.000	12.900
1	Точка	555954.000	5031340.000	13.000
1	Точка	555574.000	5031340.000	13.000
1	Точка	555969.000	5031333.000	13.000
1	Точка	555967.000	5031320.000	13.000
1	Точка	555564.000	5031336.000	13.000
1	Точка	555959.000	5031337.000	13.000
1	Точка	555824.000	5031348.000	13.000
1	Точка	555660.000	5031352.000	12.800
1	Точка	555618.000	5031348.000	12.700
1	Точка	555780.000	5031352.000	12.700
1	Точка	555635.000	5031350.000	12.700
1	Точка	555531.000	5031332.000	12.700
1	Точка	555728.000	5031344.000	12.700
1	Точка	555857.000	5031354.000	12.700
1	Точка	555978.000	5031323.000	12.700
1	Точка	555764.000	5031348.000	12.700
1	Точка	555746.000	5031344.000	12.700
1	Точка	555699.000	5031348.000	12.800
1	Точка	555800.000	5031348.000	12.700
1	Точка	555643.000	5031351.000	12.700
1	Точка	555630.000	5031349.000	12.700
1	Точка	555664.000	5031354.000	12.700
1	Точка	555775.000	5031352.000	12.700
1	Точка	555622.000	5031349.000	12.700
1	Точка	555571.000	5031345.000	12.700
1	Точка	555588.000	5031347.000	12.700
1	Точка	555760.000	5031347.000	12.700
1	Точка	555938.000	5031352.000	12.700
1	Точка	555851.000	5031354.000	12.700
1	Точка	555971.000	5031338.000	12.700
1	Точка	555968.000	5031341.000	12.700
1	Точка	555577.000	5031343.000	12.700
1	Точка	555694.000	5031351.000	12.700
1	Точка	555593.000	5031348.000	12.700
1	Точка	555597.000	5031349.000	12.700
1	Точка	555913.000	5031356.000	12.700
1	Точка	555954.000	5031344.000	12.800
1	Точка	555560.000	5031338.000	12.800
1	Точка	555679.000	5031354.000	12.800
1	Точка	555526.000	5031331.000	12.800
1	Точка	555975.000	5031320.000	12.800
1	Точка	555671.000	5031356.000	12.800
1	Точка	555757.000	5031344.000	12.800
1	Точка	555555.000	5031337.000	12.800
1	Точка	555925.000	5031354.000	12.800
1	Точка	555549.000	5031335.000	12.800
1	Точка	555893.000	5031360.000	12.800
1	Точка	555847.000	5031353.000	12.800
1	Точка	555810.000	5031348.000	12.800
1	Точка	555883.000	5031361.000	12.800
1	Точка	555716.000	5031345.000	12.800
1	Точка	555584.000	5031345.000	12.800
1	Точка	555651.000	5031351.000	12.800
1	Точка	555864.000	5031356.000	12.800
1	Точка	555602.000	5031347.000	12.800
1	Точка	555945.000	5031349.000	12.800
1	Точка	555974.000	5031328.000	12.800
1	Точка	555768.000	5031349.000	12.800
1	Точка	555544.000	5031333.000	12.800
1	Точка	555647.000	5031351.000	12.800
1	Точка	555606.000	5031348.000	12.800
1	Точка	555540.000	5031332.000	12.800
1	Точка	555976.000	5031335.000	12.800
1	Точка	555963.000	5031342.000	12.800
1	Точка	555788.000	5031350.000	12.800
1	Точка	555967.000	5031380.000	6.300
1	Точка	555980.000	5031372.000	6.300
1	Точка	555993.000	5031370.000	6.300
1	Точка	555952.000	5031391.000	6.200
1	Точка	555942.000	5031395.000	6.200
1	Точка	555947.000	5031391.000	6.200
1	Точка	555924.000	5031407.000	6.200
1	Точка	555931.000	5031399.000	6.300
1	Точка	555911.000	5031425.000	6.300
1	Точка	555920.000	5031408.000	6.300
1	Точка	555971.000	5031378.000	6.300
1	Точка	555916.000	5031419.000	6.300
1	Точка	555989.000	5031370.000	6.300
1	Точка	555875.000	5031442.000	6.300
1	Точка	555920.000	5031419.000	6.100
1	Точка	555935.000	5031400.000	6.100
1	Точка	555928.000	5031407.000	6.100
1	Точка	555871.000	5031441.000	6.100
1	Точка	555919.000	5031423.000	6.100
1	Точка	555978.000	5031376.000	6.100
1	Точка	555962.000	5031387.000	6.100
1	Точка	555984.000	5031373.000	6.200
1	Точка	555923.000	5031411.000	6.200
1	Точка	555920.000	5031415.000	6.200
1	Точка	555915.000	5031426.000	6.200
1	Точка	555930.000	5031403.000	6.200
1	Точка	555967.000	5031384.000	6.200
1	Точка	555957.000	5031388.000	6.200
1	Точка	555974.000	5031375.000	6.300
1	Точка	555963.000	5031379.000	6.500
1	Точка	555959.000	5031384.000	6.500
1	Точка	555994.000	5031366.000	6.500
1	Точка	555907.000	5031425.000	6.500
1	Точка	555949.000	5031387.000	6.500
1	Точка	555990.000	5031366.000	6.500
1	Точка	555917.000	5031411.000	6.500
1	Точка	555903.000	5031423.000	6.600
1	Точка	555912.000	5031413.000	6.600
1	Точка	555945.000	5031387.000	6.600
1	Точка	555935.000	5031392.000	6.500
1	Точка	555975.000	5031371.000	6.500
1	Точка	555916.000	5031407.000	6.500
1	Точка	555931.000	5031395.000	6.500
1	Точка	555912.000	5031421.000	6.400
1	Точка	555926.000	5031403.000	6.400
1	Точка	555943.000	5031391.000	6.400
1	Точка	555985.000	5031369.000	6.400
1	Точка	555916.000	5031415.000	6.300
1	Точка	555936.000	5031396.000	6.300
1	Точка	555921.000	5031433.000	6.400
1	Точка	555939.000	5031392.000	6.400
1	Точка	555997.000	5031369.000	6.400
1	Точка	555927.000	5031399.000	6.400
1	Точка	555963.000	5031383.000	6.400
1	Точка	555953.000	5031387.000	6.400
1	Точка	555912.000	5031417.000	6.400
1	Точка	555916.000	5031430.000	6.400
1	Точка	555939.000	5031399.000	6.100
1	Точка	555959.000	5031395.000	5.800
1	Точка	555975.000	5031383.000	5.800
1	Точка	555964.000	5031392.000	5.800
1	Точка	555927.000	5031423.000	5.800
1	Точка	555932.000	5031418.000	5.800
1	Точка	555951.000	5031399.000	5.800
1	Точка	555942.000	5031403.000	5.800
1	Точка	555923.000	5031429.000	5.900
1	Точка	555937.000	5031407.000	5.900
1	Точка	555947.000	5031399.000	5.900
1	Точка	555954.000	5031396.000	5.800
1	Точка	555928.000	5031419.000	5.800
1	Точка	555935.000	5031411.000	5.800
1	Точка	555915.000	5031435.000	5.800
1	Точка	555936.000	5031415.000	5.700
1	Точка	555979.000	5031384.000	5.700
1	Точка	555931.000	5031422.000	5.700
1	Точка	555975.000	5031389.000	5.700
1	Точка	555945.000	5031407.000	5.700
1	Точка	555992.000	5031382.000	5.700
1	Точка	555927.000	5031430.000	5.700
1	Точка	555969.000	5031391.000	5.700
1	Точка	555941.000	5031407.000	5.800
1	Точка	555946.000	5031403.000	5.800
1	Точка	555983.000	5031383.000	5.700
1	Точка	555979.000	5031388.000	5.700
1	Точка	555987.000	5031382.000	5.700
1	Точка	555931.000	5031427.000	5.700
1	Точка	555990.000	5031378.000	5.900
1	Точка	555943.000	5031399.000	6.000
1	Точка	555966.000	5031388.000	6.000
1	Точка	555923.000	5031424.000	6.000
1	Точка	555924.000	5031416.000	6.000
1	Точка	555924.000	5031420.000	6.000
1	Точка	555946.000	5031395.000	6.000
1	Точка	555994.000	5031374.000	6.000
1	Точка	555956.000	5031392.000	6.100
1	Точка	555975.000	5031379.000	6.100
1	Точка	555988.000	5031374.000	6.100
1	Точка	555971.000	5031382.000	6.100
1	Точка	555927.000	5031411.000	6.000
1	Точка	555934.000	5031404.000	6.000
1	Точка	555919.000	5031427.000	6.100
1	Точка	555931.000	5031410.000	5.900
1	Точка	555938.000	5031403.000	5.900
1	Точка	555994.000	5031378.000	5.900
1	Точка	555950.000	5031395.000	5.900
1	Точка	555932.000	5031414.000	5.900
1	Точка	555986.000	5031378.000	5.900
1	Точка	555979.000	5031380.000	5.900
1	Точка	555982.000	5031377.000	6.000
1	Точка	555928.000	5031415.000	6.000
1	Точка	555924.000	5031436.000	6.000
1	Точка	555903.000	5031437.000	6.000
1	Точка	555972.000	5031386.000	5.900
1	Точка	555899.000	5031438.000	5.900
1	Точка	555960.000	5031391.000	6.000
1	Точка	555970.000	5031374.000	6.600
1	Точка	555944.000	5031380.000	7.200
1	Точка	555903.000	5031432.000	7.200
1	Точка	555990.000	5031354.000	7.200
1	Точка	555876.000	5031429.000	7.200
1	Точка	555923.000	5031392.000	7.100
1	Точка	555880.000	5031427.000	7.100
1	Точка	555881.000	5031423.000	7.200
1	Точка	555858.000	5031437.000	7.200
1	Точка	555904.000	5031411.000	7.200
1	Точка	555895.000	5031418.000	7.200
1	Точка	555928.000	5031387.000	7.200
1	Точка	555854.000	5031436.000	7.200
1	Точка	555995.000	5031354.000	7.200
1	Точка	555876.000	5031425.000	7.200
1	Точка	555908.000	5031409.000	7.100
1	Точка	555893.000	5031438.000	7.100
1	Точка	555951.000	5031379.000	7.100
1	Точка	555884.000	5031435.000	7.100
1	Точка	555978.000	5031363.000	7.100
1	Точка	555885.000	5031424.000	7.100
1	Точка	555897.000	5031430.000	7.100
1	Точка	555900.000	5031415.000	7.100
1	Точка	555963.000	5031373.000	7.100
1	Точка	555956.000	5031375.000	7.100
1	Точка	555889.000	5031428.000	7.100
1	Точка	555893.000	5031429.000	7.100
